No,Text,location,status
2890,RT @TVLine: Alec Baldwin to @realDonaldTrump: Release Tax Returns and I'll Quit Mocking You on #SNL https://t.co/wece7DfjGR https://t.co/DA…,Worldwide,neg
2891,What? You mean he needs to start doing his fucking job?! https://t.co/S9nyJhUtXW,"San Diego, CA",neg
2892,"@realDonaldTrump The fact that a ""president"" tweets about this is...insane.",Ohio/Boston,neu
2893,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94",my house ,pos
2894,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","London, England",pos
2895,"RT @TrueEO: .@realDonaldTrump POTUS asked PEOTUS ""What Magic Wand do u have""to bring jobs back. Wow😳did PE Trump waved a Magic… ","California, USA",neu
2896,"@realDonaldTrump Sir, don't give then any publicity, we all know how bad they are, no fun anymore, less and less viewers 👎",Land of the Free,neg
2897,RT @JonBershad: @realDonaldTrump Just tried watching news about our ruined relationship with China. Unwatchable! SNL is way better than you…,"Cold Spring, KY",neg
2898,@realDonaldTrump But you've opted out on most of the daily intelligence/security briefings? Priorities are in place.,From the Grey Fortress,neu
2899,Woman 2 years shy of 60 wearing a clown outfit and offering BJ's for votes calls @realDonaldTrump toxic? https://t.co/BIC34IxTdz,USA,neu
2900,@realDonaldTrump Look up the word joke. Or did you use up all your data on Twitter? Just act like a fucking adult!,"El Paso, TX",pos
2901,"RT @CarmineZozzora: Let's just face the facts, ChiTown Marxist street agitator community organizers make dreadful US presidents and com… ","Phoenix, AZ",neg
2902,RT @JCBERDOO: President TRUMP can i use closed Military Bases? @realDonaldTrump @EricTrump @KellyannePolls @Al_Baldasaro… ,United States,neg
2903,"RT @martucci_peter: ""The era of economic surrender is over. We’re going to fight for every last American job."" - @realDonaldTrump

 https:/…", Queens NY,neg
2904,@realDonaldTrump have the haters read Fitz Springmeieds. The Thirteen Bloodlines of the Illuminati. Maybe they will wake up!,"Sandpoint,  Idaho",neg
2905,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Arizona, USA",pos
2906,"He Jason,I would be very surprised if he ever see’s these tweets, let alone replies. 16.5M followers, give me a bre… https://t.co/b0xKBlzBF4","iPhone: -38.024216,145.103973",neg
2907,@backtothebreath im not trolling @realDonaldTrump,"Boston/NYC/yer ma's, kid",neg
2908,What? You mean he needs to start doing his fucking job?! https://t.co/S9nyJhUtXW,"San Diego, CA",neg
2909,@Green_Footballs @menjicm @realDonaldTrump this just gets more frightening by the day!,New Jersey,neg
2910,@AssayagYair @realDonaldTrump @SenSanders I👏🏽HATE👏🏽THE👏🏽ORANGE👏🏽MAN👏🏽,hamilton quoting guaranteed ,neg
2911,Block me daddy @realDonaldTrump,Toronto,neg
2912,@realDonaldTrump is totally the type to read through his Twitter mentions and screenshot the mean ones so he can show them to his mommy.,Canada,neu
2913,@realDonaldTrump @benshapiro Then how about push towards economic freedom instead of mercantilism. Get rid of reg and corporate taxes.,Georgia,neg
2914,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,"Texas, USA",neu
2915,"RT @thedailybeast: Alec Baldwin’s @realDonaldTrump goes Twitter crazy:
https://t.co/x66N1VVtfv #SNL https://t.co/PEFRlVdmgq","Scottsdale, AZ",neg
2916,RT @MainstreamNews: @realDonaldTrump Release your tax returns!,"Tishomingo, Oklahoma",neu
2917,@GCroker9 @Polys67 @givEmkeL @nfbrennan @realDonaldTrump You are truly too stupid to insult. Can you even spell economics? Dumb ass.,"Ellijay, GA",neg
2918,"In truth, I'd rather see @realDonaldTrump 's impression of a President than @AlecBaldwin 's impression of Trump. #SNL","Kearney, NE",pos
2919,Rules never apply to @realDonaldTrump. #MadDog Mattis would be 1st career-military #SecOfDefense since Marshall whe… https://t.co/FrtKN04AuF,Hong Kong,neu
2920,@realDonaldTrump are U in favor of Article V Convention (mislabeled Convention of States) to amend the Constitution?  #tcot #tlot #pjnet,United States,pos
2921,@realDonaldTrump  stood in a longer line to buy a tee-shirt from Hamilton than to get into your building to pee today,United States,neu
2922,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,West Coast of BC ,neu
2923,"@realDonaldTrump attends costume party, avoids talking to press

https://t.co/Dx8O45cDN7 https://t.co/HEtqgrK3Yj",Pakistan,pos
2924,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","West Lafayette, IN",pos
2925,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Chino, CA",pos
2926,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Cincinnati, Ohio",pos
2927,"@realDonaldTrump do you cry a little bit whenever you see your shriveled, impotent, wormy little dick in the mirror?","Providence, RI",neg
2928,Breaking News: @realDonaldTrump confirms he is the quintessential All-American villain.  https://t.co/xvrASfTwsK,"Toronto, Ontario",neg
2929,@moekamerow @realDonaldTrump #OBAMA LET AMERICA DOWN #MAGA https://t.co/p3qlkcdA6s,"New York, USA",neu
2930,"RT @dbinkowski: .@realDonaldTrump less time watching SNL, more time reading intelligence briefings and history.",Hanford,pos
2931,"@realDonaldTrump I have a lot of skin in the game savvy, I will get my money back lost and fond our whatever. $1.65… https://t.co/ENLOzfGup4","Midland, TX",pos
2932,RT @ProgressOutlook: @realDonaldTrump I put more effort into ordering from McDonald's than you put into learning how to be the leader of th…,#ImStillWithHer,neu
2933,RT @sankrant: The US funds &amp; equips Pakistani army which then spreads terror to its neighbors. Will @realDonaldTrump change this? https://t…,Coimbatore ,neu
2934,RT @CraigSBPA: Three cheers for @realDonaldTrump Trump talking to Taiwan. Anti-communists everywhere are proud.,My YouTube Channel:,pos
2935,"@realDonaldTrump, do u still feel this way about @IvankaTrump? https://t.co/O1dNNQpmWs #PervertedTrump #SickMofoTrump",Michigan,neu
2936,@realDonaldTrump DON'T FUCK IT UP https://t.co/LcH0tDAjkK,Las Vegas,pos
2937,"@TVLine @realDonaldTrump @AlecBaldwin I am so Happy!,he made DT sad!,thank you Alex Baldwin! you're my Hero!!","Kingston, WA",neg
2938,RT @SCTeamTrump: RT @DanScavino: '@DrJillStein'S Michigan Recount Could Cost Taxpayers $12 Million' #PEOTUS @realDonaldTrump gains … https:…,IL,pos
2939,@realDonaldTrump I see the crazy tweets portion of the night has started,"Boston, MA",neg
2940,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,Oklahoma,neg
2941,@sam4hamilton @realDonaldTrump @SenSanders just imagine bernie dressed as santa ant that happens,"New Jersey, USA",neg
2942,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA 🇺🇸👍🏻🇺🇸👍🏻,"Carlsbad, California",pos
2943,@realDonaldTrump and before you ask. No I don't have anything better to do right now than complain about you and smoke weed,lake tippy/ball state,neg
2944,@realdonaldtrump say you can only take advantage if the the large tax break if you are keeping 75% of the jobs here,*Happiness* and  **Sports**,pos
2945,"@calimtns @realDonaldTrump Good thing you were wrong, huh?","Washington, DC",neg
2946,@DJTrump2016 @Ford @realDonaldTrump Place a 50% tariff on their cars.,"Arizona, USA",neu
2947,@yersochris @ValX1369 @FoxNews @realDonaldTrump Go find me a bigger idiot than you!! 😂😂😂😂 https://t.co/XHyoLGO2a5,Rightsideup,neg
2948,RT @ezlusztig: @realDonaldTrump You are the smallest human being ever to sit in the Oval Office. And I don't just mean your hands. Or your…,NY,neu
2949,"RT @Green_Footballs: President-elect, or whiny thin-skinned narcissistic man-baby? He’s both! @realDonaldTrump https://t.co/riymfYwNU2",New Jersey,neg
2950,RT @readyfor2020: @realDonaldTrump A majority of Americans did not vote for you. You are not a mandate. We will fight your hatefulness ever…,"Tishomingo, Oklahoma",neg
2951,@realDonaldTrump psst you're recycling tweets from last month...,Washington DC and NYC,neu
2952,@realDonaldTrump- Kim Jong Un on Line #3 and here u are tweeting. Don't you have some more calls to take?,"California, USA",neu
2953,@realDonaldTrump OMG quit whining. Why watch it when you KNOW full well you give them so much ammunition?!,"Vacaville, CA",pos
2954,@realDonaldTrump @Norms_Nonsense I stopped watching that show years ago! I realized it was draining my brain cells! https://t.co/gINvBYWdWR,Maryland,neg
2955,@joelcomm @tonyposnanski @realDonaldTrump says the guy whose twitter page ripped off the design of a Kind bar.,"None, Piemonte",pos
2956,@ezlusztig @twitwit221 @realDonaldTrump You are what every Christian conservative strives to become.  I'm sure the good lord is proud of u.,New York City,pos
2957,"You are sad!  @realDonaldTrump 
#Sexist    #AllegedRapist     #Racist      #NotMyPresident #RussianPuppet… https://t.co/hnkhIivvOM","Boston, MA",neg
2958,RT @A_Shit_Lord: @MartinShkreli @LorettaLynch @billclinton @DGB820 @DeportTrump16 @realDonaldTrump it was politically motivated! THE… ,Antarctica,pos
2959,@realDonaldTrump most watchable!!! Hilarious! Great impression! Made me laugh. Aaaaand you fell for the bait. That's sad., Canada,pos
2960,RT @MarkDice: @realDonaldTrump Don't waste your time on those clowns Donald!  Watch my YouTube channel where I interview liberals.  Much mo…,"Pennsylvania, USA",pos
2961,@realDonaldTrump Gross Incompetence is my middle name,United States,neg
2962,"RT @FiveRights: .@realDonaldTrump
My grade school niece didn't know who Thomas Edison was but she knew the 5 Pillars of Islam. Pls change U…","Port Townsend, WA",pos
2963,"RT @robertbobby777: @realDonaldTrump 
""I will be a Father to you""
JESUS of Nazareth 
King of the universe 
1 Corinthians 6: 18 https://t.co…","Monterey, CA",neu
2964,Thank you @SarahPalinUSA You gave us @realDonaldTrump God bless you.... @SarahPalinUSA Rocks..... Cheers and prayers from Denmark..,Rødovre Denmark,pos
2965,"@realDonaldTrump The fact that Baldwin is doing a ""bad impression"", just means he's doing a good job.",Unites States,neg
2966,RT @JonBershad: @realDonaldTrump Just tried watching news about our ruined relationship with China. Unwatchable! SNL is way better than you…,Kung Fury Road / Seattle - Tacoma,neg
2967,RT @MarkDice: @realDonaldTrump Don't waste your time on those clowns Donald!  Watch my YouTube channel where I interview liberals.  Much mo…,"West Hollywood, CA",pos
2968,RT @andreajmarkley: I guess the biggest one is you're an asshole @i_AM_abad @realDonaldTrump https://t.co/BvAgAKEX9x,"South Huntington, NY",neg
2969,Best tweet ever!  @RealDonaldTrump just lost this battle! https://t.co/HuwxCgUUOq,"Washington, DC",neg
2970,"RT @CarmineZozzora: The @realDonaldTrump who wouldn't, couldn't and can't, did.

And America will be great again.

For all Americans.… ", The Hills of  OC  CA.  ,pos
2971,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94","Pennsylvania, USA",pos
2972,"RT @dbinkowski: .@realDonaldTrump less time watching SNL, more time reading intelligence briefings and history.","Irvine, Ca",pos
2973,"RT @VoteTrumpPics: “This campaign proves that the old rules no longer apply, that anything we want for our country is now possible.” -… ",Canada,neg
2974,"@BillField8 @realDonaldTrump 

Stephen?","Music City, U.S.A",neu
2975,@thetigersez @realDonaldTrump what's sad is that this country elected a little child who cries to the Twitter world when someone is mean.,"South Boston, MA",neg
2976,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,Sarahtopia ,neu
2977,@realDonaldTrump like looking in a mirror huh Donny,"Houston, TX",pos
2978,"Are you fucking kidding me, you fucking buffoon @realDonaldTrump! STOP WATCHING SNL AND READ YOUR SECURITY BRIEFINGS YOU USELESS MORON!",SE Wisconsin,neg
2979,@JamesHalcrow @realDonaldTrump Just a child throwing temper tantrums. https://t.co/4nQt7EyCCI,"Auckland, New Zealand",neg
2980,"@realDonaldTrump Little Donny - what a petty, thin skinned, Baffoon you are.","Oakland, California USA",neg
2981,@trentthecaptain @ABFalecbaldwin @realDonaldTrump and then from tv to being president,Washington,neu
2982,@realDonaldTrump it is right on the  money  Mr. PRESIDENT ELECT . It's just comedy.  STOP twitting and start acting like   president elect!!,Amarillo Texas,pos
2983,RT @ProgressOutlook: @realDonaldTrump I put more effort into ordering from McDonald's than you put into learning how to be the leader of th…,Tarlac,neu
2984,🚨🚨🚨We got one! 🚨🚨🚨 https://t.co/ZbBfdK1Kxu,"Westchester, New York ",neg
2985,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",New York City,pos
2986,Smiling everyday knowing @realDonaldTrump is our #POTUS &amp; #VPPence we did it #Deplorables Future is bright &amp; prospe… https://t.co/dl4xWeioKn,"California, USA",pos
2987,RT @TVLine: Alec Baldwin to @realDonaldTrump: Release Tax Returns and I'll Quit Mocking You on #SNL https://t.co/wece7DfjGR https://t.co/DA…,"Dallas, Texas",neg
2988,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it..",Up Putin's Ass,pos
2989,RT @ABallard4: @realDonaldTrump Who cares what you think? You're an embarrassment to the country. #Notmypresident,"Tishomingo, Oklahoma",pos
2990,"@ezlusztig @jenheger @realDonaldTrump don't worry we survived petulant Obama, the boy idiot Bush, and Bill the rapist, We can survive Trump",The Interweb,neg
2991,@realDonaldTrump People are going to criticize you. Act like a man and get over it.,"El Paso, TX",neg
2992,"RT @Green_Footballs: President-elect, or whiny thin-skinned narcissistic man-baby? He’s both! @realDonaldTrump https://t.co/riymfYwNU2","Irvine, Ca",neg
2993,"@realDonaldTrump @ElectoralCollge  So, Fondle Trump just said he doesn't like SNL. He's butthurt again.… https://t.co/zQEdVPwcgE","Alabama, USA",neg
2994,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Chicago,pos
2995,"@forest70aolcom @AmelialovesUSA @realDonaldTrump 

*too bad you can't spell","Minnesota, USA",neg
2996,@DMACalvert @realDonaldTrump it is hilarious that he probably was worried all week and then watched it live,Victoria,pos
2997,"@realDonaldTrump 

Watched it when Tina Fae was impersonating Sarah Palin and the real Sarah Palen showed up. That was funny. Baldwin=jerk","Nevada, USA",pos
2998,RT @ProgressOutlook: @realDonaldTrump I put more effort into ordering from McDonald's than you put into learning how to be the leader of th…,"Sycamore, IL",neu
2999,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",The Newer Mexico ,pos
3000,"@realDonaldTrump #dictatortrump you need to buy ""Presidency For Dummies"", because you don't have a clue. God help us!","North Bend, OR",pos
3001,"@ezlusztig @twitwit221 @realDonaldTrump No, Comrade twit twit is Christian and conservative 😂 #NotMyPresident https://t.co/jlm4mApKad","California, USA",neg
3002,@slashfilm    can't believe @realDonaldTrump  watches tv in real time. Doesn't understand modern life. Sad.,just short of enlightenment,neg
3003,RT @IykeObedOnuorah: BIAFRA#THINK LESS OF DaCONTROLLED&amp;UNJUST NIGERIAN COURT&amp;FOCUS ON Da2017 REFERENDUM @realDonaldTrump @EmbaCubaUS @hrw h…,Abuja,neg
3004,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",New York,pos
3005,@realDonaldTrump people really think you're tough? Like really? Really?? I've never seen a man cry so much... on twitter no less.,"Pacific Grove, CA",pos
3006,@realDonaldTrump NewsFlash! They're making fun of you for doing what you're doing right now...just stop tweeting. STOP tweeting!!,"Sonoma County, CA",neg
3007,"Hopefully @realDonaldTrump sees the USA taking rapists, pedophiles that are incarcerated as a threat to America and… https://t.co/CvGuCconMO",United States,neg
3008,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Pittsburgh, PA",pos
3009,@realDonaldTrump yeah well your clothing companies make their clothing in other countries. Why don't you move them here?,New York ,pos
3010,Download Trumpfied FREE https://t.co/ESU2st792u … … - @BandCamp @RealDonaldTrump @ScottIsbell_ pick... by #ChristianaCunni via @c0nvey,USA,neg
3011,@realDonaldTrump The bulk of the skit was about your inability to stop tweeting and here you are doing it again. You are such an idiot.,"Seattle, WA",neg
3012,"@realDonaldTrump cry some more 🙄😒😡🇺🇸seriously though, less SNL and more cramming geopolitical knowledge. #doyourjob #unfit #nevermypresident","Tallahassee, FL",neg
3013,https://t.co/b8JuoOmHXu @realDonaldTrump @mike_pence  Real Tax Reform to #MAGA please read...,Florida,neg
3014,"RT @GovMattBevin: The more I get to know @realDonaldTrump, the more I respect him. KY's strong support for Trump will pay dividends https:/…",canada,pos
3015,"The only thing we can rely on from @realDonaldTrump are his weekly Saturday Night Live ""reviews.""","Manhattan, NY",neu
3016,@realDonaldTrump oh no the Baldwin impersonation is spot on 😂😂😂😂😂,Texas,neg
3017,RT @ProgressOutlook: @realDonaldTrump I put more effort into ordering from McDonald's than you put into learning how to be the leader of th…,United States,neu
3018,"@realDonaldTrump I would watch Ruff Ruff, Tweet and Dave then if you don't wanna get yo panties in a bunch all the time",Beverwijk,neu
3019,"RT @slwomackGA: @realDonaldTrump is this promise going on the same list with promise to reveal your taxes, and to protect Social Security a…",Earth,pos
3020,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",California,pos
3021,RT @arifmunnaRaza2: Be a philosopher but b4 that get rich ala @realDonaldTrump 'cause no one listens to poor philosopher.Congrats Trump htt…,"Mumbai, India",neg
3022,@MagicRoyalty @mike_pence @realDonaldTrump @JohnKennedyLA Obama is our president. And you still have a while to deal with it.,"Maysville, Ky",neg
3023,RT @Braveheart_USA: The Cold Hard Fact is Democrats don't believe America is exceptional. Conservatives Know America is Exceptional!… ,United States,neg
3024,"RT @funder: Where was #TRUMPLEAKS BEFORE the elections? 

We started in August &amp; distributed to 4,000 members of MSM-a ton was… ","Frisco, CO",neg
3025,"RT @lauriecrosswell: So #SNL does a skit about how juvenile Trump's tweeting is so @realDonaldTrump then tweets about it. 
You were right,…","Miami, FL",neu
3026,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,California Love ☀️,neg
3027,@realDonaldTrump 3/3 Those wise men. Why? because you are not fit for the highest office in the land. Your downfall will be historic. Idiot.,Colfax California,neg
3028,RT @DanScavino: Great interview on @foxandfriends by @SteveDoocy w/ Carrier employee- who has a message for #PEOTUS… ,Atlanta ga,neg
3029,@realDonaldTrump Grow up.,"Phoenix, AZ",neu
3030,"@realDonaldTrump America is and always has been GREAT, you moron!","St. Louis, Missouri",pos
3031,@AssayagYair @realDonaldTrump @SenSanders what the heck,hamilton quoting guaranteed ,neg
3032,"@realDonaldTrump MSM before u become unglued. Potus Elect tweets. Obama has scandal after Scandle! Benghazi, Fast-&amp;-Furious, Iran, TPP ect!",U.S.A.,neg
3033,RT @mmmegan: Block me daddy @realDonaldTrump,#BlackLivesMatter#NoDAPL,neg
3034,.@deathtoast @realDonaldTrump I absolutely will keep it up. Come at me.,"Westchester, New York ",neu
3035,RT @samtwyfordmoore: Rare footage of @realDonaldTrump watching Alec Baldwin's SNL impression before taking to Twitter to whinge about it. h…,"Melbourne, Victoria",pos
3036,@POTUS @HouseGOP @HouseDemocrats @SenateGOP @SenateDems @realDonaldTrump My Entire Family Because We are Just This Important as You Each &amp;,KEY WEST FLORIDA,pos
3037,@DGMartin69 @DataLogicTruth @realDonaldTrump how could they not be? Endless material!,newburyport,neu
3038,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Space. | #Merciless,pos
3039,"@realDonaldTrump O... M... F... G! Dude, are you fucking shifting me?!?! I voted for your dumb ass... our country is doomed!",Up your prolapsed anus.,neg
3040,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,"Pittsburgh, PA USA",neg
3041,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Black Lives Matter,pos
3042,@realDonaldTrump At least you aren't letting it get to you!,USA,neu
3043,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,"Tucson, Arizonistan",neu
3044,"RT @SarahHuckabee: Under President @realDonaldTrump our allies will trust us again, our enemies will fear us again, and he'll never again a…",Texas,neg
3045,"RT @avanconia: .@SecretService,
@BarackObama openly supports rioters advocating the assassination of @realDonaldTrump &amp; rape of hi… ","Tulsa, OK",neg
3046,"release your tax returns, act like a man, delete your account, &amp; give me $500,000 &amp; I'll stop @realDonaldTrump https://t.co/V35gAAskp4",The Bakken ,neg
3047,@realDonaldTrump Dana carvey used to do bush having fun and was even invited to the white house.he didn't do it to hate,"scotland
",neg
3048,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Brookfield, Wisconsin ",pos
3049,@JYSexton @realDonaldTrump Feel the same about you and yet you keep lowering the bar you orange sociopath.,"Cleveland, Ohio",neg
3050,@AssayagYair @realDonaldTrump @SenSanders ok now i am thanks,hamilton quoting guaranteed ,neg
3051,@realDonaldTrump So there are things you can't do. Breaking news. Can you create a rock that you can't lift?,"New York, NY",pos
3052,RT @MichaelCohen212: I stand with #PEOTUS @realDonaldTrump and his commitment to #MakeAmericaGreatAgain. RT if you stand with him as wel… ,"Miami Beach, Florida",pos
3053,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Eau Claire, Wisconsin",pos
3054,What happened to the Republican party? @SenateGOP? @GOP? @HouseGOP? @SpeakerRyan? @realDonaldTrump https://t.co/zLFkTOwsvP,"Lagos, Nigeria",neg
3055,RT @rookiephenom: ~@realDonaldTrump and if I let 15 year olds skewer me in spite of writing poorly our constitution and bylaws and handled…,the ATL GA SC,neg
3056,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA 🇺🇸👍🏻🇺🇸👍🏻,"SF Bay Area, California, USA",pos
3057,"@realDonaldTrump @michelle_strait 

Unfortunately, YOU CAN and ARE getting worse. You're a walking fucking parody.",Bay Area,neg
3058,"@realDonaldTrump 
I am so relieved u r our President. I am sleeping better knowing you will take office January! Thank u Jesus!","Kountze, TX",pos
3059,RT @funder: @KeepAmerGr8 will be releasing exclusive research on @realDonaldTrump and the family tomorrow morning #trumpleaks,"Frisco, CO",neu
3060,@realDonaldTrump @AlecBaldwin is a horrible actor same thing over and over #snl #didntwatchitagain,"Beverly Hills, CA",neg
3061,@realDonaldTrump Dude you're a Fucking president elect don't you've other things to worry about get a life.,"San Diego, CA",neg
3062,@realDonaldTrump Spoiler alert! Haven't seen it yet! Be a president for all time zones! Pathetic,"Aberdeen, WA",neg
3063,RT @KeithOlbermann: The Taiwan call was no more a diversion than were the crazy tweets. It's evidence @realDonaldTrump is insane. ICYMI: ht…,"Newport Beach, CA Chicago, IL",neg
3064,RT @reifman: @realdonaldtrump did you ever read The Lorax to Ivanka? It taught me about the #environment &amp; #sustainability. https://t.co/24…,United States,neu
3065,RT @MrEdTrain: I will cherish this picture forever &amp; pass it on to my grandchildren &amp; they can pass it onto theirs 🇺🇸… ,United States,neg
3066,.@realDonaldTrump You don't have to watch you think skinned narcissist. Shouldn't you be studying a 5th Gov. &amp; Econ book? #Mangothemerciless,"California, USA",neu
3067,The perfect #Christmas gift for all the @realDonaldTrump supporters on your list! #PresidentNazi https://t.co/vidyqopXCx,"Louisville, KY",pos
3068,@realDonaldTrump Ha ha ha! Can't take it?,"Upstate New York...WAY up, USA",pos
3069,@realDonaldTrump u watched or u try watching??,Accra Ghana.,neu
3070,@realDonaldTrump I thought it was spot on.,Michigan,neu
3071,"@realDonaldTrump Your week consists of SNL,conversing with forbidden countries, hiring billionaires &amp; censorship of unflattering pics. WOW","Pennsylvania, USA",pos
3072,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Orange County, CA",pos
3073,@realDonaldTrump Sir you might wanna suck it up on this issue.,St Clair Shores,neg
3074,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Sterling Heights, MI",pos
3075,"RT @waltb31: Unstable Lying @realDonaldTrump is Horrific: The lesson of Trump's ""fantastic"" phone call to Pakistan: words matter https://t.…",USA,neg
3076,@realDonaldTrump maybe you should stop watching. Just a thought. Do something Presidential...you know.,"Baltimore, MD",neg
3077,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Fort Worth, TX",pos
3078,RT @MikeZakarian: . @realDonaldTrump just saw your performance in Home Alone 2. Unwatchable. Sad. Many people told me that kid was scared o…,"Columbus, OH",neg
3079,@PoppyQueen67 @JonBershad @realDonaldTrump I am hoping they will grow to like him. They even commented on the 1000 jobs in a bad way. Fools.,"Connecticut, USA",neg
3080,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,"Chicago, IL",neu
3081,@realDonaldTrump snl &amp; comedy central can't come up with any original material.why nobody watches snl anymore(or daily show for that matter),"Scottsdale, AZ",pos
3082,@MarkHalperin @realDonaldTrump @jpodhoretz The Donald is worse. Town with tacky name won't cuddle Putin or wreck economy.,"Massachusetts, USA",neg
3083,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Seattle, WA",pos
3084,@JaeDoolity @AliPegasus @Arrogant_Shit @marciabraady @cafedotcom @realDonaldTrump *they're *they're https://t.co/RfniyxQWvW,#TrumpIsTrash,neu
3085,"@tyleroakley Pres.- elect @realDonaldTrump signed up to become a leader, not a laughing stock. I think @HillaryClinton brain washed you.","Legazpi City, Bicol Region",neg
3086,"RT @ezlusztig: OMG if Donny T ever called me out on Twitter I would go on my own national Thank You tour. Have at it, Deplorables.… ","Wellington, New Zealand",neg
3087,"@BigStickie @GCroker9 @Polys67 @givEmkeL @nfbrennan @realDonaldTrump Pence did, still governor","CA, USA",neu
3088,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Sydney,pos
3089,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Baltimore,pos
3090,"Yes, @realDonaldTrump really is our Moron-Elect. https://t.co/pFkSwivOGp","Canaan Valley, WV",neu
3091,@realDonaldTrump it's satire not bias,"Watsonville, CA USA",pos
3092,I think @realDonaldTrump only upset by Baldwin cos then finally he sees what we all see when we look at &amp; hear HIM https://t.co/Mm6PrfZm5P,Wollongong,neg
3093,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…",United States,pos
3094,"RT @jonrosenberg: @christianpiper6 @damnyouwillis @realDonaldTrump Nothing, man, this is your show. You showed up, dropped your pants and s…","Pittsburgh, PA",neu
3095,@realDonaldTrump You're just going to have to make videos. All TV is biased &amp; awful &amp; I've watched all hallmark movies.,Trumpster in da bayou,neg
3096,@ABFalecbaldwin @realDonaldTrump Hahaha!! PS Your Trump impersonation is brilliant! ❤️,United States,pos
3097,RT @bchance33: ENOUGH #TRUMPLEAKS #GrabYourWallet CORRUPT @realDonaldTrump https://t.co/89I7KmsbMn,A blue dot in a red state: AR,neg
3098,RT @ggeett37aaa: POTUS-elect @realDonaldTrump Yesteryear America was ALWAYS GREAT...THEN CAME THE INCOME TAX; IT MUST GO! https://t.co/UPuS…,USA,neu
3099,"RT @Green_Footballs: President-elect, or whiny thin-skinned narcissistic man-baby? He’s both! @realDonaldTrump https://t.co/riymfYwNU2",United Kingdom,neg
3100,@realDonaldTrump wow obsessed,Southern Indiana,pos
3101,@realDonaldTrump loser,los angeles,neg
3102,RT @HouseCracka: You still cannot drink the water in Flint. Great waste of money Michigan! Who is forcing Michigan to pay for this n… ,London Phoenix AustinTX & LA,neg
3103,"@YourMagconPolls @realDonaldTrump stfu, Shawn Mendes was on the show tonight😩",west coast,neu
3104,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…",probably in a parking lot,pos
