,0
3019,RT @ProgressOutlook: @realDonaldTrump I put more effort into ordering from McDonald's than you put into learning how to be the leader of th…
3020,"@realDonaldTrump I would watch Ruff Ruff, Tweet and Dave then if you don't wanna get yo panties in a bunch all the time"
3021,"RT @slwomackGA: @realDonaldTrump is this promise going on the same list with promise to reveal your taxes, and to protect Social Security a…"
3022,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3023,RT @arifmunnaRaza2: Be a philosopher but b4 that get rich ala @realDonaldTrump 'cause no one listens to poor philosopher.Congrats Trump htt…
3024,@MagicRoyalty @mike_pence @realDonaldTrump @JohnKennedyLA Obama is our president. And you still have a while to deal with it.
3025,RT @Braveheart_USA: The Cold Hard Fact is Democrats don't believe America is exceptional. Conservatives Know America is Exceptional!… 
3026,"RT @funder: Where was #TRUMPLEAKS BEFORE the elections? 

We started in August &amp; distributed to 4,000 members of MSM-a ton was… "
3027,"RT @lauriecrosswell: So #SNL does a skit about how juvenile Trump's tweeting is so @realDonaldTrump then tweets about it. 
You were right,…"
3028,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
3029,@realDonaldTrump 3/3 Those wise men. Why? because you are not fit for the highest office in the land. Your downfall will be historic. Idiot.
3030,RT @DanScavino: Great interview on @foxandfriends by @SteveDoocy w/ Carrier employee- who has a message for #PEOTUS… 
3031,@realDonaldTrump Grow up.
3032,"@realDonaldTrump America is and always has been GREAT, you moron!"
3033,@AssayagYair @realDonaldTrump @SenSanders what the heck
3034,"@realDonaldTrump MSM before u become unglued. Potus Elect tweets. Obama has scandal after Scandle! Benghazi, Fast-&amp;-Furious, Iran, TPP ect!"
3035,RT @mmmegan: Block me daddy @realDonaldTrump
3036,.@deathtoast @realDonaldTrump I absolutely will keep it up. Come at me.
3037,RT @samtwyfordmoore: Rare footage of @realDonaldTrump watching Alec Baldwin's SNL impression before taking to Twitter to whinge about it. h…
3038,@POTUS @HouseGOP @HouseDemocrats @SenateGOP @SenateDems @realDonaldTrump My Entire Family Because We are Just This Important as You Each &amp;
3039,@DGMartin69 @DataLogicTruth @realDonaldTrump how could they not be? Endless material!
3040,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3041,"@realDonaldTrump O... M... F... G! Dude, are you fucking shifting me?!?! I voted for your dumb ass... our country is doomed!"
3042,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
3043,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3044,@realDonaldTrump At least you aren't letting it get to you!
3045,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed
3046,"RT @SarahHuckabee: Under President @realDonaldTrump our allies will trust us again, our enemies will fear us again, and he'll never again a…"
3047,"RT @avanconia: .@SecretService,
@BarackObama openly supports rioters advocating the assassination of @realDonaldTrump &amp; rape of hi… "
3048,"release your tax returns, act like a man, delete your account, &amp; give me $500,000 &amp; I'll stop @realDonaldTrump https://t.co/V35gAAskp4"
3049,@realDonaldTrump Dana carvey used to do bush having fun and was even invited to the white house.he didn't do it to hate
3050,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3051,@JYSexton @realDonaldTrump Feel the same about you and yet you keep lowering the bar you orange sociopath.
3052,@AssayagYair @realDonaldTrump @SenSanders ok now i am thanks
3053,@realDonaldTrump So there are things you can't do. Breaking news. Can you create a rock that you can't lift?
3054,RT @MichaelCohen212: I stand with #PEOTUS @realDonaldTrump and his commitment to #MakeAmericaGreatAgain. RT if you stand with him as wel… 
3055,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3056,What happened to the Republican party? @SenateGOP? @GOP? @HouseGOP? @SpeakerRyan? @realDonaldTrump https://t.co/zLFkTOwsvP
3057,RT @rookiephenom: ~@realDonaldTrump and if I let 15 year olds skewer me in spite of writing poorly our constitution and bylaws and handled…
3058,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA ????????
3059,"@realDonaldTrump @michelle_strait 

Unfortunately, YOU CAN and ARE getting worse. You're a walking fucking parody."
3060,"@realDonaldTrump 
I am so relieved u r our President. I am sleeping better knowing you will take office January! Thank u Jesus!"
3061,RT @funder: @KeepAmerGr8 will be releasing exclusive research on @realDonaldTrump and the family tomorrow morning #trumpleaks
3062,@realDonaldTrump @AlecBaldwin is a horrible actor same thing over and over #snl #didntwatchitagain
3063,@realDonaldTrump Dude you're a Fucking president elect don't you've other things to worry about get a life.
3064,@realDonaldTrump Spoiler alert! Haven't seen it yet! Be a president for all time zones! Pathetic
3065,RT @KeithOlbermann: The Taiwan call was no more a diversion than were the crazy tweets. It's evidence @realDonaldTrump is insane. ICYMI: ht…
3066,RT @reifman: @realdonaldtrump did you ever read The Lorax to Ivanka? It taught me about the #environment &amp; #sustainability. https://t.co/24…
3067,RT @MrEdTrain: I will cherish this picture forever &amp; pass it on to my grandchildren &amp; they can pass it onto theirs ??… 
3068,.@realDonaldTrump You don't have to watch you think skinned narcissist. Shouldn't you be studying a 5th Gov. &amp; Econ book? #Mangothemerciless
3069,The perfect #Christmas gift for all the @realDonaldTrump supporters on your list! #PresidentNazi https://t.co/vidyqopXCx
3070,@realDonaldTrump Ha ha ha! Can't take it?
3071,@realDonaldTrump u watched or u try watching??
3072,@realDonaldTrump I thought it was spot on.
3073,"@realDonaldTrump Your week consists of SNL,conversing with forbidden countries, hiring billionaires &amp; censorship of unflattering pics. WOW"
3074,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3075,@realDonaldTrump Sir you might wanna suck it up on this issue.
3076,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3077,"RT @waltb31: Unstable Lying @realDonaldTrump is Horrific: The lesson of Trump's ""fantastic"" phone call to Pakistan: words matter https://t.…"
3078,@realDonaldTrump maybe you should stop watching. Just a thought. Do something Presidential...you know.
3079,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3080,RT @MikeZakarian: . @realDonaldTrump just saw your performance in Home Alone 2. Unwatchable. Sad. Many people told me that kid was scared o…
3081,@PoppyQueen67 @JonBershad @realDonaldTrump I am hoping they will grow to like him. They even commented on the 1000 jobs in a bad way. Fools.
3082,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed
3083,@realDonaldTrump snl &amp; comedy central can't come up with any original material.why nobody watches snl anymore(or daily show for that matter)
3084,@MarkHalperin @realDonaldTrump @jpodhoretz The Donald is worse. Town with tacky name won't cuddle Putin or wreck economy.
3085,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3086,@JaeDoolity @AliPegasus @Arrogant_Shit @marciabraady @cafedotcom @realDonaldTrump *they're *they're https://t.co/RfniyxQWvW
3087,"@tyleroakley Pres.- elect @realDonaldTrump signed up to become a leader, not a laughing stock. I think @HillaryClinton brain washed you."
3088,"RT @ezlusztig: OMG if Donny T ever called me out on Twitter I would go on my own national Thank You tour. Have at it, Deplorables.… "
3089,"@BigStickie @GCroker9 @Polys67 @givEmkeL @nfbrennan @realDonaldTrump Pence did, still governor"
3090,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3091,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3092,"Yes, @realDonaldTrump really is our Moron-Elect. https://t.co/pFkSwivOGp"
3093,@realDonaldTrump it's satire not bias
3094,I think @realDonaldTrump only upset by Baldwin cos then finally he sees what we all see when we look at &amp; hear HIM https://t.co/Mm6PrfZm5P
3095,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
3096,"RT @jonrosenberg: @christianpiper6 @damnyouwillis @realDonaldTrump Nothing, man, this is your show. You showed up, dropped your pants and s…"
3097,@realDonaldTrump You're just going to have to make videos. All TV is biased &amp; awful &amp; I've watched all hallmark movies.
3098,@ABFalecbaldwin @realDonaldTrump Hahaha!! PS Your Trump impersonation is brilliant! ??
3099,RT @bchance33: ENOUGH #TRUMPLEAKS #GrabYourWallet CORRUPT @realDonaldTrump https://t.co/89I7KmsbMn
3100,RT @ggeett37aaa: POTUS-elect @realDonaldTrump Yesteryear America was ALWAYS GREAT...THEN CAME THE INCOME TAX; IT MUST GO! https://t.co/UPuS…
3101,"RT @Green_Footballs: President-elect, or whiny thin-skinned narcissistic man-baby? He’s both! @realDonaldTrump https://t.co/riymfYwNU2"
3102,@realDonaldTrump wow obsessed
3103,@realDonaldTrump loser
3104,RT @HouseCracka: You still cannot drink the water in Flint. Great waste of money Michigan! Who is forcing Michigan to pay for this n… 
3105,"@YourMagconPolls @realDonaldTrump stfu, Shawn Mendes was on the show tonight?"
3106,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
3107,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed
3108,@realDonaldTrump do something constructive instead of watching tv
3109,"@realDonaldTrump 

Go to bed.  You are drunk . . . with power."
3110,RT @nicholasstoller: It's time for @realDonaldTrump to defend Last Tango in Paris.
3111,@nbcsnl @SNLUpdate @realDonaldTrump @DanScavino SNL is an overrated drug addicted biased cult. Monopoly on a time slot bought by corporate $
3112,"RT @martucci_peter: ""The era of economic surrender is over. We’re going to fight for every last American job."" - @realDonaldTrump

 https:/…"
3113,@realDonaldTrump Seriously!!! What are we going to do with this retard as a president?
3114,@Susan11790 @Fleurdelisazure @realDonaldTrump LOL! I loved it! Alex was awesome!
3115,@realDonaldTrump You can't stop watching. Sad!
3116,"RT @lauriecrosswell: So #SNL does a skit about how juvenile Trump's tweeting is so @realDonaldTrump then tweets about it. 
You were right,…"
3117,@realDonaldTrump Who Cares When It Aired This Supposed Leader Is Spending His Time On Social Network.  This Should Be Alarming.
3118,"RT @Erst_Officer: @realDonaldTrump Shouldn't you be studying presidential responsibilities, constitutional law, instead of watching TV?"
3119,@realDonaldTrump @EWDolan Then it sounds like it's a good one this week! @nbcsnl
3120,RT @martucci_peter: President-elect @realDonaldTrump to announce plan December 15th to hand off businesses to his children. https://t.co/Oi…
3121,"@realDonaldTrump Agreed. Alec is a good actor, but his impression of you was pretty one dimensional, unfunny and over the top mean spirited."
3122,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it.."
3123,@realDonaldTrump You guys need to shut these plotting organizations down! President Al Sisi of Egypt  has outlawed… https://t.co/9mFZH0BXsy
3124,"RT @DineshDSouza: Today on @ffweekend, I debated a Democratic operative on whether @realDonaldTrump won by appealing to white suprema… "
3125,"RT @iamomardali: @realDonaldTrump YOU are unwatchable! Totally biased, not funny!"
3126,RT @TruthRocksOut: America is being sold  down the river by the @realDonaldTrump faimly &amp; lied 2about it every step of the way &amp; #DonaldTru…
3127,"@realDonaldTrump  - Annnnnnddddddd........  you just proved them right!   LOLOLOLOLOLOL   Poor baby Donnie, can't help himself."
3128,"@realDonaldTrump Who cares about them, You own the house"
3129,@realDonaldTrump turn off your tv. Stop pissing off china. Delete twitter. And get me to 2020 stat.
3130,RT @MarkDice: @realDonaldTrump Don't waste your time on those clowns Donald!  Watch my YouTube channel where I interview liberals.  Much mo…
3131,Maybe Jennifer Aniston can teach @realDonaldTrump a thing or two about how to enjoy someone's impression of you like a mature adult
3132,"@realDonaldTrump Obviously hit a nerve, too close for comfort. You are pathetic"
3133,"RT @lauriecrosswell: So #SNL does a skit about how juvenile Trump's tweeting is so @realDonaldTrump then tweets about it. 
You were right,…"
3134,@realDonaldTrump  I can't believe you are really worried about SNL. You are going to suck!!
3135,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3136,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
3137,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3138,"@realDonaldTrump you are such a sucker, easy mark. I know you are reading this you addict. Knock it off and focus for America."
3139,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
3140,@jonrosenberg @TriciaHastings3 @realDonaldTrump ma'am your tweets are very funny.
3141,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
3142,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed
3143,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3144,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3145,@realDonaldTrump you've got some pretty thin skin!
3146,@realDonaldTrump did your double chin type that last tweet.
3147,@realDonaldTrump Hard to imagine how small this man is to be so obsessed with stuff like this in the face of what he has ahead.
3148,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3149,RT @siIverstorms: You're about to get them arrest asfghj https://t.co/xFJvrq5Rzv
3150,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it.."
3151,@ABFalecbaldwin @AlecBaldwin @realDonaldTrump you're always one move ahead of this asshole.
3152,RT @TVLine: Alec Baldwin to @realDonaldTrump: Release Tax Returns and I'll Quit Mocking You on #SNL https://t.co/wece7DfjGR https://t.co/DA…
3153,"@realDonaldTrump Settle down, Ethel Merman."
3154,"When AC admits @realDonaldTrump was a mistake, that is an extremely bold statement. https://t.co/1LIh7sWddD"
3155,@realDonaldTrump @KellyannePolls @Reince @FoxNews @DiamondandSilk @HouseGOP ??THIS VIDEO IS WORTH LOOKING AT ASAP.??
3156,"As @realDonaldTrump targets another company in Indiana, Hoosier @mike_pence laughs all the way to the bank https://t.co/Nyva8aVEOB"
3157,@realDonaldTrump agree awful
3158,"@realDonaldTrump ""SNL not funny"" says the guy who thinks it's hilarious to mock disabled people."
3159,"RT @CarmineZozzora: Every new waiter or bartender job under Obama only came with $750,000 in new debt.

We're doing great!

#MAGA https://t…"
3160,@JYSexton @realDonaldTrump dude needs to grow some or get a sense of humor.
3161,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3162,@realDonaldTrump                     Thought I was watching the view it was so bias!!!
3163,"@TheMasterBucks @realDonaldTrump teaching them for years, study goes pretty quickly."
3164,@realDonaldTrump You are so predictable. You can be manipulated by a 1st grader. #SNL
3165,@realDonaldTrump please stop them https://t.co/6UG0Iqusm6
3166,@maggiegosia @realDonaldTrump Been reading your reply's &amp; all I have to say is.... https://t.co/7aRQOwh877
3167,@realDonaldTrump The impression can't get any worse because it's spot on.
3168,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3169,RT @MarwaBalkar: OMG LOL https://t.co/loiFCLya3s
3170,"RT @JustMeinMI: @realDonaldTrump has two years of undergrad, no degree. Does this make him the least educated president in history? ? 
#Los…"
3171,RT @JenDFluharty: IF ONLY we could've predicted @realDonaldTrump's erratic self-serving ways. If there were SOME MEDIUM w/insight. #trumpre…
3172,"@realDonaldTrump @MyPresidentme SNL has sucked for over 2 decades, don't even watch that crap."
3173,RT @indepndt4eva: @realDonaldTrump I quit watching that show many years ago. Very liberal and not funny.
3174,"RT @JeffreyGuterman: @realDonaldTrump Again, the Taipei Times says YOU CALLED the President of Taiwan https://t.co/zfMj2RcOcO."
3175,@AsterixNYC @DylanRatigan I've read &gt;100 articles on @realDonaldTrump &amp; none have shown him to be a good person. Hope w/o evidence is a wish
3176,RT @SRelihan81: @ABFalecbaldwin truly does have @realDonaldTrump by the balls every Saturday Night! ???
3177,@sam4hamilton @realDonaldTrump @SenSanders welks
3178,"@Kenshiro73 (con't 1) because (&amp;I quote) ""Hepzibah, U need 2 honor the ""#prophet"" of God, @realdonaldtrump &amp; if U don't I will pray U die."""
3179,"RT @Only4RM: Still no time for those intel briefings though, right? @realdonaldtrump"
3180,"@Blob_Fish @RHBrotchner @realDonaldTrump
 gross"
3181,RT @rookiephenom: ~@realDonaldTrump holy hell you are unqualified for this shit. Any middle manager can tell you this with a pig up his but…
3182,RT @MichelleKOrts10: .@realDonaldTrump please speak about causes of recent fires in #MA #TN #CA #Israel etc these are not coincidences ask…
3183,RT @Bleeever: @realDonaldTrump @Norms_Nonsense I stopped watching that show years ago! I realized it was draining my brain cells! https://t…
3184,@JonBershad @realDonaldTrump Thank u!  I've been telling ppl the same thing!! He's going 2 get us all killed with/his stupidity! #H8Trump!!
3185,"@realDonaldTrump no worries, they pick on everyone!   You got bigger fish to fry Mr President, elect!  Making America Great Again!"
3186,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
3187,"RT @jimlibertarian: @realDonaldTrump The people have spoken,&amp;please give this great patriot strong consideration 4 the veterans affairs… "
3188,@MarieTitus9 @jonrosenberg @realDonaldTrump ah yes just like 90 percent chance hrc would win. Your news sources are incorrect pally
3189,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
3190,@realdonaldtrump you make it so they keep 74-75%% of their business as in jobs here and 25-26%of business/jobs abroad
3191,@realDonaldTrump We need to try our hardest to get more millennials to vote in elections. #GetTheVoteOut
3192,@realDonaldTrump Try being someone worthy of the presidential title instead of what you do. Grow up
3193,"RT @CarmineZozzora: 13.4M newly entered the workforce under Obama who claims he created 14M jobs.

That's only a net zero job gain sinc… "
3194,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3195,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
3196,"RT @MonkeysthatFlye: @realDonaldTrump Its called Satire, look it up. And plus you're the new 'President', everyone is gonna make fun of you…"
3197,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3198,RT @jetpackjamie: this had me rolling on the floor https://t.co/d0EyZm78BR
3199,"@christianpiper6 @damnyouwillis @jonrosenberg @realDonaldTrump Aww, are you scared SNL is making fun of your pussy leader?"
3200,RT @JoinTheMajority: California officials are asking the Trump administration for help implementing the state’s new legal marijuana law. ht…
3201,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed
3202,@christianpiper6 @damnyouwillis @jonrosenberg @realDonaldTrump toilet spelled wrong coz I'm laughing so hard about it!!!
3203,@POTUS @HouseGOP @HouseDemocrats @SenateGOP @SenateDems @realDonaldTrump All Are and We cannot Do and Live up Under a Trump America and ...
3204,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3205,Truth...#LL #loserliberals it's over @realdonaldtrump is our #45thpresident #presidenttrump… https://t.co/88S90PZifk
3206,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3207,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA ????????
3208,@realDonaldTrump Just do what every other person with a sense of humor has done in the last 10 years. Stop watching SNL!
3209,@realDonaldTrump we ?yah &amp;all eagerly await u declaring some really good stuff as soon as U are in office.. I gave Obama same benefit/doubt
3210,"@ABFalecbaldwin @realDonaldTrump Alec, you deserve an Oscar. We love you!"
3211,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3212,"@realDonaldTrump @TigerWoods that's great, how about a tweet to stop the hate crimes happening in your name?"
3213,@realDonaldTrump the true hurts!
3214,@AssayagYair @realDonaldTrump @SenSanders i'm gonna get that trending brb #hatetheorange
3215,RT @MichaelCohen212: I stand with #PEOTUS @realDonaldTrump and his commitment to #MakeAmericaGreatAgain. RT if you stand with him as wel… 
3216,"@realDonaldTrump Baldwin's impersonation is pretty spot on. But, it's okay not everyone can be an #orangesupremacist like you."
3217,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3218,@happyhourvalley @realDonaldTrump That's an insult to twats.
3219,"RT @iamomardali: @realDonaldTrump YOU are unwatchable! Totally biased, not funny!"
3220,@realDonaldTrump hey didn't we see you on SNL earlier  2016?  Btw...tax returns.Hmmm?
3221,RT @VFW_Vet: SNL Makes Fun Of Trump’s Tweeting – So He Tweets Angry Message During Show! (VIDEO) @realDonaldTrump #losertrump  https://t.co…
3222,@CallMeAhmjusAyn @nbcsnl @realDonaldTrump Did Peele move yet?
3223,"@realDonaldTrump you're the president, quit fucking tweeting about SNL. #GrowUp"
3224,"Is this gonna be a weekly thing for 4 years? or no?
asking for a friend
@realDonaldTrump https://t.co/XhQ7GKwnax"
3225,@realDonaldTrump truth hurts scumbag
3226,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
3227,"RT @MagicRoyalty: @realDonaldTrump MUST WATCH: 11 year old girl says why she can't wait for Donald Trump to become POTUS!?? #MAGA

https://…"
3228,"RT @riotwomennn: Wait a minute is that the picture of me that I hate? No, that's just a plate of mashed potatoes @realDonaldTrump     https…"
3229,@realDonaldTrump I agree that Baldwin is a HORRIBLE Trump. Can't stand watching it.
3230,@realDonaldTrump I'm proud I voted for you
3231,@realDonaldTrump Thank you for joining us for dessert tiny hands. You're the best! https://t.co/gm5Zm2EJnj
3232,RT @mmmegan: Block me daddy @realDonaldTrump
3233,.@realDonaldTrump Way to show 'em they're wrong about portraying you as a whining child on Twitter by being a whini… https://t.co/zXEzsGR28a
3234,@realDonaldTrump I predict this companies stock under CEO John A Bryant goes down @marchaig @NY199827 @BreitbartNews https://t.co/v3z4jBx4hR
3235,RT @ArtemR: @realDonaldTrump Thanks for reminding me to watch @nbcsnl every week.
3236,"@realDonaldTrump Just tried reading your tweets - unreadable! Totally biased, not funny and the POTUS impersonation can't get any worse. Sad"
3237,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3238,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3239,RT @ColMorrisDavis: Exactly!  No one who manufactures off-shore to save a few bucks is trying to make America great again ... or ever.… 
3240,"@photognorma @realDonaldTrump @jimmyfallon Agree! Poor SNL, hard up 4 new material? They milked the shit outta that skit til it sucked!!!"
3241,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3242,"@realDonaldTrump @DonaldJTrump45 
Mr. Trump, you're our next president. Don't worry about what these liberals freaks are saying about you."
3243,".@realDonaldTrump Did it make you paranoid, wondering how they were able to recreate what goes on with you so accurately? #WhinyLittleBitch"
3244,.@realDonaldTrump Did Mommy @KellyannePolls take away your remote? Sad! @GissiSim @AnandWrites @ananavarro… https://t.co/dw4I50WTrb
3245,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
3246,"@realDonaldTrump Hate to break it to you, chief, but AB's impersonation of you is DEAD ON.

And SNL's so unfunny you agreed to be on it? Ok."
3247,RT @tweets1959: @barben2 @DrMartyFox @JoanneColombo @trumpsters2016 @Ransoms_Note  @JessieJaneDuff @realDonaldTrump A snake is docile until…
3248,@JasumatiPatel @realDonaldTrump watch this!  You will understand about USA plan. https://t.co/BoKjbqaZNX
3249,@CBOD14 @ABFalecbaldwin @realDonaldTrump I can't believe this has already escalated &amp;it has not even shown on the west coast yet. #newnorm
3250,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3251,@realDonaldTrump jesus dude get over it.
3252,@JonBershad @realDonaldTrump I saw his impersonation the way he mocked bills actual rape victims was sick
3253,@realDonaldTrump Dear Mr President Elect. Please give your phone to an FBI agent and ask him to ban you using it on Twitter
3254,RT @TVLine: Alec Baldwin to @realDonaldTrump: Release Tax Returns and I'll Quit Mocking You on #SNL https://t.co/wece7DfjGR https://t.co/DA…
3255,RT @amrightnow: Real Trump Watch some of the Video Make it #1 For Me (Trump About You) https://t.co/j58e8aacrE @realDonaldTrump https://t.c…
3256,@realDonaldTrump it's funny cuz it's accurate. You're an idiot.
3257,"RT @Only4RM: Still no time for those intel briefings though, right? @realdonaldtrump"
3258,Julian Assange Warns That HE MIGHT GET ASSASSINATED IN INTERVIEW! @realDonaldTrump @LadyLavender777  https://t.co/OxHmuyl1bY
3259,"@realDonaldTrump plz investigate 911, release the 82 pentagon CCTV footage #ShowMeThePlane establishment went to war over 911"
3260,"RT @NkirukaNistoran: Another evidence some northern Governors are behind the 1st, 4th deadly  terrorist in the world Bokoharam &amp; Fulani… "
3261,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3262,"7 million in tax breaks, you know that's horrific on several levels, right
@Polys67 @givEmkeL @nfbrennan @realDonaldTrump"
3263,"Hanukkah wishlist: 1. Glossier Phase 1 Set, 2. Blocked by @realDonaldTrump"
3264,"RT @ezlusztig: OMG if Donny T ever called me out on Twitter I would go on my own national Thank You tour. Have at it, Deplorables.… "
3265,RT @johnpavlovitz: . @realDonaldTrump instead of live-Tweeting Saturday night comedy shows you should be reading the Constitution.#DoBetter…
3266,"RT @DanScavino: Back to Cincinnati, Ohio this Thursday (12/1/16) at 7pm for #PEOTUS @realDonaldTrump's #ThankYouTour2016! Join us!… "
3267,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
3268,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
3269,"RT @theguydf: .@realDonaldTrump maybe turn off the TV and twitter and get to work on being president. You're embarrassing us.
https://t.co/…"
3270,RT @nicholasstoller: It's time for @realDonaldTrump to defend Last Tango in Paris.
3271,@realDonaldTrump it's because you're a fucking jabroni. Stone Cold Steve Austin whooped your ass.
3272,"RT @RejectTrump: @realDonaldTrump ""The healthiest candidate ever"" sure does eat a lot of fast food! https://t.co/grHviTroed"
3273,@realDonaldTrump Like you need to shut them down ASAP !! https://t.co/3snwPSIOk0
3274,"RT @TeamTrump: .@realDonaldTrump: ‘Mad Dog’ Mattis ‘closest thing we have to Gen. George Patton’
https://t.co/8RKVZZE4xv"
3275,"@politico @realDonaldTrump ???Your point?BTW?How much for1,000""refugee""Terrorists +families flown in on Full BHO govt support for 10years???"
3276,@realDonaldTrump dude you need to focus on learning about foreign policy not about getting back at SNL u fucking moron!!
3277,.@realDonaldTrump The only problem with Baldwin's impersonation is that his hands aren't small enough. ??
3278,"RT @justinhendrix: @realDonaldTrump ""Trump is a phony, a fraud. His promises are as worthless as a degree from Trump University."" Mitt Romn…"
3279,"@realDonaldTrump U know @AlecBaldwin NAILED YOU! It is funny, not sad.The fact u tweet about the sketch about u tweeting is the meta of dum"
3280,@realDonaldTrump @ABFalecbaldwin shouldn't you be looking over your daily intelligence briefings. other presidents didn't whine when mocked
3281,@realDonaldTrump uptight or nah?
3282,"@realDonaldTrump Perhaps your time would be better spent studying a world map, yanno, so you can differentiate between Thailand and Taiwan!"
3283,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed
3284,"RT @justinhendrix: @realDonaldTrump ""Trump is a phony, a fraud. His promises are as worthless as a degree from Trump University."" Mitt Romn…"
