,0,1,2
10343,"RT @politico: Powell has ""no recollection"" of @HillaryClinton dinner conversation on email use sOOE7rI | AP Photo ",UNITED STATES OF AMERICA,neu
10344,"@heytana @LindaSuhler @realDonaldTrump @HillaryClinton so strange, because RCP Iowa: Trump vs. Clinton +0.8  LOL :-p","NCSU+IBM, RTP, NC",neg
10345,LOL you wouldn't think anything bad about it @billclinton as long as it lines urs and crooked @HillaryClinton pockets You both need prison!,"Michigan, USA",neg
10346,"RT @rightvoicenow: DEMS Set To Hand Off Internet
#Obama @HillaryClinton Hand Web To International Authorities
#TPP NEXT!
#VoteTrump2016 htt","New Jersey, USA",pos
10347,RT @kjoerwin: Don't worry about @HillaryClinton stamina...... She is doing just fine! How do I know? #whichPollsAllofThem! ,"Nevernever Land, PA",pos
10348,"@idawhannadoyou @HillaryClinton No, anybody who votes for trump is.","Langley, VA",neg
10349,"If @realDonaldTrump won't do it, can I get @HillaryClinton in a strap-on to tackle it? Who will do it first? #FuckWoodrowWilson",https://goo.gl/maps/VHPAE,neu
10350,"RT @bfraser747:  BREAKING NEWS  

Nobody is buying it anymore Lying' @HillaryClinton &amp; why should they? 
#Trump2016 #MAGA  https:","Midland, TX",neu
10351,But First #HillaryNeedsANap ,"Detroit, MI",neu
10352,RT @1_Hoof_Hearted: #Benghazi hero @KrisParonto targets @HillaryClinton lies in new ad for Leading from the Front #Tanto #13hours ,"New Jersey, USA",neg
10353,I sure hope so!! pPpFQckeOV,"Gonzales, LA",neg
10354,"RT @HillaryforWI: I believe taking care of veterans is part of our solemn duty as Americans.""@HillaryClinton #ThrowbackThursday ","Wisconsin, USA",pos
10355,"RT @seanhannity: .@newtgingrich: ""We haven't seen 10% of what we're going to learn in Sept. [about @HillaryClinton.] She's going to drown u",Colorado,neg
10356,RT @Trump2016News: .@HillaryClinton is not healthy enough to be President! Unhealthiest candidate ever. Enquirer says she weighs 289! https,Alabama ,neg
10357,@mitchellreports @NYT @HillaryClinton Some of his emails were retroactively classified.,"North Miami, FL",neu
10358,"RT @notalemming: 40,000 Americans displaced from the #LouisianaFlood &amp; what's @HillaryClinton's answer? 

60,000 more Syrian Refugees https","Maryland, USA",neu
10359,"RT @Merry__Can: @HillaryClinton

#WakeUpSHEEPLE

If ur voting for #Clinton coz ur sucked in by her #BS

#SHAME onYOU

#Benghazi

.",#NoSyrianRefugees \_()_/,neg
10360,"RT @Patriot_MM: @HillaryClinton

#hillary4prison

""Lock her up
    Lock her up 
       Lock her up""
            #LockHerUp

","California, USA",neu
10361,"@HillaryClinton I respect you because u lead by example...when u vowed for better or worst u meant. #Strongwomendontquit, #ImWithHer","Fort Worth, TX",pos
10362,Master Race advocate Trump is a racist  eugenicist .... Just saying ....   What say you America ? @HillaryClinton @maddow @realDonaldTrump,NEW JERSEY,neg
10363,@kkalmes2 @HillaryClinton umm ok or counting cash from #ClintonFoundation or deleting #emails or #InBedSleeping,USA,pos
10364,"@Ricky_Vaughn99 @HillaryClinton  she is fucking crazy, how can any sane person vote for the crook",USA,neg
10365,#WheresHillary #Beyonce @HillaryClinton #girls @realDonaldTrump @billclinton Prepping to run the world!! ,Toronto ON,neg
10366,At this point they don't need it. They have millions  ,United States,neg
10367,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,"Riverside, Ohio",neg
10368,@GentlemanQB @HillaryClinton @Gregster56 pretty much! #lies,"San Francisco, CA",neg
10369,RT @Nvr4Get91101: .@HillaryClinton cares about Hillary Clinton. That is all.  ,"Newport Beach, CA",pos
10370,"RT @LouiseMensch: Funny you should say that. If @HillaryClinton would release her medical records we'd be very put out.
But no danger https",manchester uk,neg
10371,"RT @SamHarrisOrg: ""What Hillary Clinton Should Say about Islam and the 'War on Terror'""
pNxH3f5
@HillaryClinton ",Surrey,neg
10372,RT @machadooficial: I am proud and inspired to be american citizen.Honored and proud to be campaigning for @HillaryClinton @Hillary_esp htt,USA,neu
10373,RT @iAmFreedomMan: Once  &amp; @billclinton &amp; @HillaryClinton  got away w/ murder in #MENA Ar htt,"malibu ca, usa",neg
10374,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,"Marana, Arizona",neg
10375,"RT @LynnePatton: ""What difference"" does it make, @HillaryClinton?  Well, here is your answer.  Is this proof enough, @NewYorkFBI?  https:/","MN, NYC",pos
10376,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,Dallas Tx & Mesquite Tx,neg
10377,RT @UserGname2016: #WheresHillary  ...it feels fake... There is no way anyone thinks she should be President. She won't even face us! @Hill,United States,neg
10378,"@HillaryClinton

#hilLIARy strikes again

#ColinPowell #UnderTheBus?

Well... he called her on her crap! s9ViPwvJ",#NoSyrianRefugees \_()_/,neg
10379,"RT @HerbinSF: Meanwhile, @POTUS and @HillaryClinton are nowhere to be found...Trump, Pence tour flood damage in Baton Rouge
",California,neg
10380,"RT @bfraser747:  IMMIGRATION 

@HillaryClinton will flood our borders, @realDonaldTrump will insure people are properly vetted.  https:",Go Trump!,neu
10381,"@HillaryClinton @LiberalCaliGal battling for office takes toll. Sincerely wish you well, even if we don't always agree. We are still human.",plan-et we-com virtual wallet,neg
10382,@HillaryClinton @realDonaldTrump @riotwomennn You have insulted our Young Disabled Child+We do not know How Long We are going to have him!,KEY WEST FLORIDA,neg
10383,".@HillaryClinton couldn't go to the floods because she can barely stand on dry ground.
#WheresHillary  ",Musician/Recording Eng  - CA,neu
10384,"RT @THETXEMBASSY: We The People demand
@HillaryClinton  
#LockHerUp  

UnFitUnqualified
Dangerous 
#p2 https","Ohio, USA",neg
10385,"RT @bfraser747:  IMMIGRATION 

@HillaryClinton will flood our borders, @realDonaldTrump will insure people are properly vetted.  https:",United States,neu
10386,"RT @DiamondandSilk: .@DiamondandSilk have a Precise and Clear Message for Crooked Hillary. @HillaryClinton is still a Crook in our Book.
ht","Niota, TN",pos
10387,"RT @vinniecorozzo: @TexitDarling @VivaLaAmes @HillaryClinton Nice? NOW WHERES THE FUN IN THAT? I don't supply safe spaces, I send people ru",Outer Planets,pos
10388,"RT @PoliticalTropes: @farrightgregy @HillaryClinton Don't stare at the graphic Ms. Clinton, you might fall down.","New York, NY",neu
10389,"RT @seanspicer: Email shows Mills was told of key @HillaryClinton FOIA request
@Politico
tCfJH81MJe","MN, NYC",neu
10390,RT @HerbinSF: Hey @CNN @POTUS and @HillaryClinton this is how we feel! Fuck you and fuck your establishment! This is a revolution! https://,Pennsylvania,neg
10391,"RT @Hillary2016Pres: ""We must continue to expand opportunities for all Americans."" @HillaryClinton #disabilityrights #GOPdebate ",indonesia,pos
10392,"RT @seanspicer: .@HillaryClinton accused of aiding Moscow ops with push for 'Russian Silicon Valley'

pFe6YePUp","MN, NYC",neg
10393,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. t",Democrats Free America,neg
10394,"@jackmarktikal I will not silence until justice brought. Where's our wage-gap fix for Eeyore, @HillaryClinton? pzGS",Somewhere above the clouds,neg
10395,"RT @bfraser747:  MILITARY 

It's disgraceful what Obama is doing to our military,  @HillaryClinton will make worse. 
#TrumpPence16 https:","Gibsonton, FL",neg
10396,RT @GovGaryJohnson: Double digits in Indiana. #ItsHappening ,The J / Cali,neg
10397,RT @Trump2016News: .@HillaryClinton makes Jeb Bush look like the Energizer Bunny! #WheresHillary sJkHBswnl,Just the girl next door ... ,pos
10398,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:","New Jersey, USA",neu
10399,RT @tsh219: He's talking to you @HillaryClinton  ,New JerseyNew York,neg
10400,"RT @USAforTrump2016: The crowd in Dimondale, Michigan was HUGE #WheresHillary 

Time to #ShowYourCrowds @HillaryClinton ","Florissant, Co",pos
10401,RT @TheRightWingM: MT @HillaryClinton: Today is @BillClinton's birthday! It's not too late to sign his card here: ,Texas,neu
10402,"RT @TeddyDavisCNN: .@HillaryClinton's campaign responds to Donald Trump asking African Americans: ""What the hell do you have to lose?"" http",Armstrong  State University,neg
10403,@He_Has_Failed @nycjim @johnastoehr @HillaryClinton Not even close.,"Albuquerque, NM USA, Earth",neu
10404,@SarmaVishnu2 @HillaryClinton @Gregster56 she's 100% corrupted!,"San Francisco, CA",neg
10405,"RT @AmbJohnBolton: .@HillaryClinton is 4 more years of @POTUS. If you are troubled by what you're seeing now, it will only get worse. https","San Diego, CA",neu
10406,"RT @notalemming: 40,000 Americans displaced from the #LouisianaFlood &amp; what's @HillaryClinton's answer? 

60,000 more Syrian Refugees https","Iowa, USA",neu
10407,RT @firstlastsecond: Only way to have a shot at defeating the NRA is to vote for @HillaryClinton a life depends on common sense gun laws ht,Depends on the week,neg
10408,RT @RYANSCOTGRAHAM: she's gonna murder this country like you murdered your husband  p2rQTRggJh,hell,neg
10409,"RT @ScottPresler: @MarlonDMarshall @HillaryClinton 51% of young, black men are unemployed. What have you done for them? #WheresHillary",Tx,neu
10410,RT @HerbinSF: Hey @CNN @POTUS and @HillaryClinton this is how we feel! Fuck you and fuck your establishment! This is a revolution! https://,"San Francisco, CA",neg
10411,"RT @TheEllenShow: Happy birthday, @BillClinton! I hope @HillaryClinton got you some balloons. ",japan,neu
10412,"@HillaryClinton  rock a by baby, the liar she is,the public never will believe you,not even our kids,#revalation21:8 hoL7P43NF","Santa Clarita, CA",neg
10413,I have recurring vision moment @HillaryClinton's elected @realDonaldTrump will rip off Trump mask revealing Jimmy Carter smirking pensively,"San Francisco, CA",neu
10414,@JanJohnsonFL @robcolbert @Annaladygrande @HillaryClinton #BenghaziLivesMatter but not to a demon...; #NeverHillary. ,A Valhalla Pier,neu
10415,"RT @Ugg_Perkusion: @jackmarktikal I will not silence until justice brought. Where's our wage-gap fix for Eeyore, @HillaryClinton? ","multifandom,,, kayla",neg
10416,"RT @USAforTrump2016: The crowd in Dimondale, Michigan was HUGE #WheresHillary 

Time to #ShowYourCrowds @HillaryClinton ","Alabama, USA",pos
10417,@HillaryClinton @realDonaldTrump @riotwomennn Please Mr. Trump please stop insulting People of Whom You think are Different from You!,KEY WEST FLORIDA,neg
10418,RT @willbarrett_1: .@DutchLA .@RednaxalA made billions in 2010 Haiti earthquake   .@HFA .@HillaryClinton #HillaryCli,Co. USA,neg
10419,More of this with Clinton.  @HillaryClinton WON'T PUT #AMERICANSFIRST @HillarysAmerica @BernieSanders  @SenSanders ,Las Vegas,neu
10420,RT @PhxKen: Father of soldier killed in #Benghazi endorses @realDonaldTrump @HillaryClinton responsible for the death of my son ,"Scottsdale, AZ",neg
10421,RT @k_gerson: I will never tire of seeing fathers take their daughters to hear @HillaryClinton say anything is possible in the USA https://,Here & There,neu
10422,SOROS TEAM IS DANGEROUS TOGETHER WE NEED TO FIGHT @HillaryClinton SO REFUGEES NOT NORMAL IN AMERICA-#DJT MUST HALT R ,Not only one ,neu
10423,"@HillaryClinton

#hilLIARy strikes again

#ColinPowell #UnderTheBus?

Well ~ he called her on her crap!

#LockHerUp

s9ViPwvJ",#NoSyrianRefugees \_()_/,neg
10424,@USAforTrump2016 @karmasenz @HillaryClinton The pollsters will never tell us the truth. Only the election will reveal the truth!,"Mississippi, USA",pos
10425,RT @Zanting: #BREAKING: #CrookedHillary supporter followed by @HillaryClinton advocates for beheading and killing of @AnnCoulter. ,"Atlanta, Ga",neg
10426,RT @PhxKen: Father of soldier killed in #Benghazi endorses @realDonaldTrump @HillaryClinton responsible for the death of my son ,"Missouri, USA",neg
10427,Hispanics hate Trump because he talks about building a wall but did you know @HillaryClinton voted for a wall built along the border!!!,"Athens, GA",neu
10428,You set these stupid fu*ks str8! They always try to stir up Bullshit thinkin it'll end @HillaryClinton. Sad really! tSq,"Dennis Inc.-Idaho Falls, ID. ",neg
10429,"RT @TheDemocrats: ""There is no other Donald Trump. This is it."" -@HillaryClinton hAmL7",Long Island New York & Austria,neg
10430,@TexitDarling @VivaLaAmes @HillaryClinton on my personal page of course I'm an upstanding respectable dad!,The Good Old USA,pos
10431,"RT @notalemming: 40,000 Americans displaced from the #LouisianaFlood &amp; what's @HillaryClinton's answer? 

60,000 more Syrian Refugees https","Haleiwa, HI",neu
10432,@notalemming @CookingConquest @HillaryClinton @realDonaldTrump I say send her to negotiate with Boko terrorist...maybe they get get the Bomb,"Phuket Province, Thailand",neg
10433,"@cindylou88881 @vachilly64 @wgmackie @HillaryClinton No, but I'd be glad to help if asked. Grace, do you misogynist Trump cares ab you? NO!",By the Sea.,pos
10434,"#StopTheMadness ~ Clinton cash streaming live ~ End 
sEJZreVA","New York, USA",neg
10435,"@TexitDarling @VivaLaAmes @HillaryClinton Nice? NOW WHERES THE FUN IN THAT? I don't supply safe spaces, I send people running to them",The Good Old USA,pos
10436,"@youngdems @HillaryClinton but...but.. ""America doesn't win anymore"" po",Earth ,neg
10437,"#DealMeIn 

@HillaryClinton Eyes Are Rolling With $ Signs 

@realDonaldTrump 
#DonaldTrump 
#NeverHillary ",United States,neu
10438,@HillaryClinton @realDonaldTrump Mr. Trump You Said These Things to Our African American People? Very Insulting! tA,KEY WEST FLORIDA,neg
10439,"RT @ricky_martin: Proud to support @HillaryClinton, a Latina at heart. Text RICKY to 47246 to join us. Palante! #WEPA #Hillary2016","Ontario, Canada",pos
10440,@greenbergae @worrywarto @LisaLoni14 @FoxNews @HillaryClinton @RealClearNews a naked disgusting Trump statue is popping up everywhere. Lol,"Nevada, USA",neg
10441,RT @tchrismore: The world is full of threats that @HillaryClinton has the  diplomatic skills and knowledge to handle. #ImWithHer  ,USA,neu
10442,"He's an ldiot, no brainer ","New York, USA",neg
10443,RT @MAGA_Mack: @HillaryClinton Hillary Clinton says she's healthy. This is what she means. tL0drnCz,"Port Angeles, WA",pos
10444,"RT @JimBovard: If Qadaffi had given $10 million to the Clinton Foundation, he might still be alive &amp; @HillaryClinton would have better chan","Memphis, TN",pos
10445,RT @TexitDarling: @vinniecorozzo LOL. True story.  Twitter is the Wild West. I have to remind myself to be nice on FB @VivaLaAmes @Hillary,The Good Old USA,neg
10446,"RT @bendykoval: My 8 yr old said ""bourgeoise feminism liberates rich white girls everything isn't possible for everyone"" I'm shaking https:",Mad City,neg
10447,@HillaryClinton let's ask your employees how they feel about you. While attached to a lie detector.,"San Diego, CA",neu
10448,"RT @bfraser747:  MILITARY 

It's disgraceful what Obama is doing to our military,  @HillaryClinton will make worse. 
#TrumpPence16 https:","North Carolina, USA",neg
10449,@EloquentSpur @AddieJane1520 @bfraser747 @HillaryClinton @realDonaldTrump @DonaldJTrumpJr so so true,PROUD USA CITIZEN,neg
10450,"RT @ricky_martin: Proud to support @HillaryClinton, a Latina at heart. Text RICKY to 47246 to join us. Palante! #WEPA #Hillary2016","Miramar, FL",pos
10451,"RT @amiraminiMD: Did Colin Powell also tell you to repeatedly lie a/b it, to fully mess up the ME, manipulate voters &amp; steal the primaries","Texas, USA",neg
10452,She does what other people tell her to do she can't think for herself. Playing blame game. Not going to work ,"Ohio, USA",neg
10453,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:","Flint, MI",neu
10454,Hey @TheJuanWilliams your boy Bill Bratton is a hypocrite @HillaryClinton sellout.  Why are al@ll #Dems so corrupt? sTg4W60LD,Anytown USA,neu
10455,#HILLARY  / EPITOME OF A LIAR... svs0iS,United States,neu
10456,"RT @THETXEMBASSY: We The People demand
@HillaryClinton  
#LockHerUp  

UnFitUnqualified
Dangerous 
#p2 https","Your Backyard, USA",neg
10457,"RT @HomunculusLoikm: I don't hear much from @HillaryClinton these days. Has she been arrested? If not, why not. #ccot #tcot #pjnet #p2 http",Mentalmente en Sevilla Spain,neg
10458,Trump says he hires the best people. This is what he means:  by @HillaryClinton via @c0nvey,"Riyadh, Kingdom of Saudi Arabia",neu
10459,"RT @bfraser747:  MILITARY 

It's disgraceful what Obama is doing to our military,  @HillaryClinton will make worse. 
#TrumpPence16 https:","Florida, USA",neg
10460,RT @Cynthiastruth: @HillaryClinton knows most blacks love hotsauce but doesn't know most don't like snitching bitches  ,"Michigan, USA",pos
10461,"RT @zachhaller: How @HillaryClinton &amp; her top aides lead by example:
By skipping *required ethics trainings*
pIuZLEUalg https:",United States,pos
10462,@MAGA_Mack @DarkStream @HillaryClinton #WheresHillary Smile and nod if you're Soros's wiener dog.,White America,pos
10463,@tribelaw How can u support a habitual Liar like @HillaryClinton?  It indicates dementia or serious ethical lapse of judgement  on ur part.,Tea Party in Phila Suburbs.,pos
10464,Trump says he hires the best people. This is what he means: teWt by @HillaryClinton via @c0nvey,,neu
10465,"RT @politico: Powell has ""no recollection"" of @HillaryClinton dinner conversation on email use t | AP Photo ",UNITED STATES OF AMERICA,neu
10466,"If @HillaryClinton gets elected, she will appoint more judges like this.  szMwwKvm   #2A #WakeUpAmerica",Nebraska Sandhills ,pos
10467,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:",Pacific Palisades,neu
10468,Disgraceful @POTUS! @HillaryClinton excuse;doesn't want to distract-as if! Can't be center of attention;so won't go! ,Chihuahualandia,neg
10469,"RT @TheEllenShow: Happy birthday, @BillClinton! I hope @HillaryClinton got you some balloons. ",NYC by way of Boston,neu
10470,"RT @somethingldsay: 2 different candidates, 2 VERY different responses to Americans in need. @HillaryClinton / @realDonaldTrump #laflood ht",Valar Morghulis,neg
10471,@HillaryClinton killary your track record has hard working people spending high cost on child care while they work 2 or 3 jobs,"trenton, florida, usa",pos
10472,"@HillaryClinton Like you have ""the room"" to talk.
Shacking up with @HumaAbedin  while both husbands are womanizing.
sZchviSLGe",Dystopian Future(TheFormerUSA),pos
10473,RT @MichaelCohen212: It's amazing how @HillaryClinton #CrookedHillary can lie with a straight face on everything time and time again! https,Texas,pos
10474,"@shaheinm @hardball2766 @cakehler @TheOriginalTKO @realDonaldTrump 8 mean the same thing,assuming makes you an asshole  @HillaryClinton",U.S.A. (I hate politicians),neg
10475,RT @MagicRoyalty: @HillaryClinton HILLARY HAS BRAIN DAMAGE,"MN, NYC",neg
10476,@PoliticalAnt @vpofdbc @realDonaldTrump @POTUS @HillaryClinton They both scare me for different reasons . No choice here is a good one .,United States,neg
10477,"RT @kodiakinkevlar: Maybe if America just blacklisted donald trump?
#RNC @RNC @realdonaldtrump #DNC @hillaryclinton @berniesanders",Van Isle BC Canada,neg
10478,RT @RobertTripp12: @WDFx2EU5 @MirageRanch @HillaryClinton Sorry to little to late. HILDA-BEAST NEEDS TO GO BACK TO HER WEEKEND OFF. PLSE RE,Lake Havasu: no bad days,neg
10479,"RT @JimBovard: If Qadaffi had given $10 million to the Clinton Foundation, he might still be alive &amp; @HillaryClinton would have better chan",Michigan My Michigan,pos
10480,RT @nycjim: .@johnastoehr is up to No. 87 in his epic @HillaryClinton #doublestandard #sexism tweetstorm. Hoping he hits 100. ,Montana/Texas,pos
10481,"RT @WDFx2EU5: .@HillaryClinton trying to raise money off of tragedy, good one, Hillary sKH3iSb3C",Unicorn Mountain,neg
10482,@HillaryClinton.... she's not with Louisiana...,Democrats Free America,neu
10483,"RT @RobManess: .@realDonaldTrump inspires and unites -@BarackObama and @HillaryClinton divide! #lasen @StephenBannon 
hhEtR",Canada,neu
10484,"RT @zachhaller: How @HillaryClinton &amp; her top aides lead by example:
By skipping *required ethics trainings*
pIuZLEUalg https:","Utah, USA",pos
10485,"RT @1EastwoodingAve: @WDFx2EU5 @MirageRanch @HillaryClinton Used CF for money for Haiti,then kept it. Now is she doing same 2 get campaign",Lake Havasu: no bad days,neu
10486,"RT @USAforTrump2016: The crowd in Dimondale, Michigan was HUGE #WheresHillary 

Time to #ShowYourCrowds @HillaryClinton ","Arizona, USA",pos
10487,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:",Canada,pos
10488,"@HillaryClinton  ""a load of bull"" ","Sarasota, Fl",neu
10489,RT @bfraser747: Huma Aberdin is @HillaryClinton 's long time assistant/ partner in crime with strong ties to the Muslim Brotherhood https:,"New York, USA",neg
10490,"RT @ali: Does the press wanna ask @HillaryClinton, #WheresHillary? Why's she taking off the campaign trail? Health? #LouisianaFlood is suff",USA,neu
10491,"RT @HomunculusLoikm: I don't hear much from @HillaryClinton these days. Has she been arrested? If not, why not. #ccot #tcot #pjnet #p2 http",Everyoneisanaholeland,neg
10492,Let's just say I have never seen Hitler and @HillaryClinton in the same room. #WheresHillary #NeverHillary #Libertarian,"Maine, USA",neu
10493,How did you get my email @HillaryClinton syU5OKro,"Minneapolis, MN",neg
10494,@HillaryClinton @thenotimer @sahilkapur Anyone taking any bets on if she'll stroke out before November?,The Universe,neg
10495,RT @ShaunTrickdYall: @MarlonDMarshall @HillaryClinton Hillary outraged by someone being truthful. Why doesnt Trump lie to black people for,America,neg
10496,RT @MichaelCohen212: It's time to ignore @HillaryClinton rhetoric/lie @realDonaldTrump disliked by women. Not true! #deflecting ,Texas,neu
10497,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:","Los Gatos, CA",neu
10498,"RT @Trump2016News: .@HillaryClinton is very lowwww energy. She puts on a pantsuit, does an event, then goes back to sleep for 5 days. https",America. Land Of The Free,pos
10499,"RT @seanhannity: .@HillaryClinton blames Colin Powell for her use of private Email, Powell fires back ",S.C. U.S.A.,neg
10500,Well she did 63.  Y'all forget already? ,Argleton,neg
10501,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,Bay Village or somewhere nice,neg
10502,RT @Asolution4USA: @HillaryClinton Who do you think will be the next President of the United States? #HillaryClinton #TrumpPence16,"Hendersonville, NC",pos
10503,"RT @jimohar: @realDonaldTrump can't even run a campaign, how can he hope to run the USA?  #ImWithHer @HillaryClinton",USA - #LGBT - @HillaryClinton,neg
10504,RT @ralphshields313: My brother she #killaryClinton Has been Tied to the KKK and now the Jesuits and the Muslims for over 4o years #MAGA ht,"Florissant, Co",neg
10505,Your tit better  @samsonite4321@C1TYofFL1NT @realDonaldTrump @HillaryClinton,Yemen,neg
10506,"RT @seanhannity: .@HillaryClinton blames Colin Powell for her use of private Email, Powell fires back ","Collinsville, OK",neg
10507,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. t","Monterey, California",neg
10508,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:",Texas,neu
10509,"RT @Roark__: Hey @HillaryClinton, do you not realize that this is 2016 and people can find your record in a couple of clicks? ","Goodlettsville, TN",neu
10510,"P.S. Also, @HillaryClinton can't stand up &amp; there's nowhere to put her stool, what with all that water... ",Chihuahualandia,neu
10511,"#WheresHillary @hillaryclinton ""Here I am!"" sXYnsu8bK","Tel Aviv, Israel",neu
10512,"@HillaryClinton My God. Can't you shut up about him? Tell us about your nap instead, granny.",United States,pos
10513,RT @AlwayanAmerican: Hey @HillaryClinton remember talking down Haitians from raising their 62 cents an hour min wage yes that was you! http,"New Jersey, USA",pos
10514,@kusk1111 @Shayevanslive @mexican4trump @MarlonDMarshall @HillaryClinton  then u deserve her if she wins,"Utah, USA",pos
10515,@HillaryClinton Trying to throw Colen Powell under the bus!! FIGURES!!!,U.S.A,neu
10516,RT @KonkelMike: Just saw a @CBS poll putting @HillaryClinton ahead of Trump. Americans do not trust @CBS @nbc @ABC @wapo 4 news..why trust,"Washington, USA",neg
10517,@vinniecorozzo Sheesh Vin! I have to be nice on FB. Lol. @VivaLaAmes @HillaryClinton,Republic of Texas,neg
10518,"@HillaryClinton the children are watching. They don't buy your lies. Speak the Truth.
#MakeAmericaGreatAgain h",Peoples Republic of Portland,pos
10519,RT @Zanting: #BREAKING: #CrookedHillary supporter followed by @HillaryClinton advocates for beheading and killing of @AnnCoulter. ,Northern california,neg
10520,"RT @bfraser747: 1st Amendment 

@realDonaldTrump is far stronger than @HillaryClinton Dems want to give away control internet #MAGA https:",USA,pos
10521,"RT @vinniecorozzo: @TexitDarling @VivaLaAmes @HillaryClinton Nice? NOW WHERES THE FUN IN THAT? I don't supply safe spaces, I send people ru",Republic of Texas,pos
10522,@HillaryClinton call up your friends on Wall St.,here,pos
10523,.@MrJamesonNeat The truth about .@HillaryClinton who stole billions by raising charity money in Haiti earthquake ,"Texas, USA",pos
10524,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:",USA,pos
10525,"RT @bluewire5: Kissimmee, Florida ditched work early to come support Hillary Clinton. #ImWithHer @HillaryClinton @peterdaou ",Here & There,pos
10526,"RT @TeddyDavisCNN: .@HillaryClinton's campaign responds to Donald Trump asking African Americans: ""What the hell do you have to lose?"" http","New York, USA",neg
10527,.@8Jessthemess8 That was sarcasm. Oh you can be the next Bill Murray! Like if you agree or Reply with #Yes or #No pI,Planet Arous,neg
10528,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,Philadelphia,neg
10529,RT @USAneedsTRUMP: @MdARahim8 @HillaryClinton trashing the victims of those raped by her husband then claiming she fights for women you ca,Usa,neg
10530,"RT @ali: Does the press wanna ask @HillaryClinton, #WheresHillary? Why's she taking off the campaign trail? Health? #LouisianaFlood is suff","Washington, DC",neu
10531,Hey @CNN @POTUS and @HillaryClinton this is how we feel! Fuck you and fuck your establishment! This is a revolution! sV,"San Francisco, CA",neg
10532,RT @MeLovesMLE: Read THIS Thread!!! This champ tweeted 100 different examples of the sexism &amp; double standard @HillaryClinton faces https:/,Lost in America. ,neu
10533,Epidemic break of heroin with White people I'm trying to see when @HillaryClinton gone suggest to bring them to heel ,Ferguson #OccupySupremeCourt,neu
10534,#Putin's #Puddle #Traitor #Trump #YourTaxReturns  NOW! @realDonaldTrump  @HillaryClinton  @POTUS  @JoeBiden   ,HEAVEN,neg
10535,"RT @DeepDrumpf: I can destroy a man's life by firing him over the wall. That's always been what I'm running, to kill people and create jobs","Atlanta, GA",neg
10536,@shack4 @HillaryClinton married to a #rapist #WheresHillary,Texas Est. 1836,neu
10537,"@HillaryClinton @realDonaldTrump @riotwomennn in My Family and Extended Family+ Sir I would Appreciate it if You would not insult us, Again!",KEY WEST FLORIDA,neg
10538,@caddie92 @Shayevanslive @mexican4trump @MarlonDMarshall @HillaryClinton thank you!!,"California, USA",pos
10539,"RT @USAneedsTRUMP: @HillaryClinton 
pn6OKmoFqF

Border Patrol warns Hillarys open borders will lead to terror attacks, NO THAN",Conservative Libertarian ,neg
10540,"RT @THETXEMBASSY: We The People demand
@HillaryClinton  
#LockHerUp  

UnFitUnqualified
Dangerous 
#p2 https",Texas,neg
10541,@HillaryClinton Hillary why don't you release your unedited tax records. your just a guilty of this,"trenton, florida, usa",neg
10542,RT @boycotkochbros: Master Race advocate Trump is a racist  eugenicist .... Just saying ....   What say you America ? @HillaryClinton @madd,phoenix,neg
10543,".@HillaryClinton might be medically unfit to serve, but @realDonaldTrump is mentally unfit to serve as POTUS.",MI,neu
10544,RT @RYANSCOTGRAHAM: she's gonna murder this country like you murdered your husband  p2rQTRggJh,california - utah,neg
10545,"RT @seanhannity: .@HillaryClinton blames Colin Powell for her use of private Email, Powell fires back ","Litchfield, IL",neg
10546,"@MarlonDMarshall @HillaryClinton all while Hillary makes fun of his hair, calls blacks super predators and steals charity money",America:soon to be great again,pos
10547,"RT @TeddyDavisCNN: .@HillaryClinton's campaign responds to Donald Trump asking African Americans: ""What the hell do you have to lose?"" http",USA,neg
10548,"#WheresHillary Oh Yea She 
Was Defending This Rapist
#HillarysLiesMatter ","Texas, USA",neu
